Source,Target,Type,id,label,timeset,weight
eko_sap56963457,anto_giovinazzi,Directed,1854,,,1.0
eko_sap56963457,skysportf1hd,Directed,1855,,,1.0
giulialabo,scuderiaferrari,Directed,1859,,,1.0
giulialabo,f1,Directed,1860,,,1.0
giulialabo,formulahumor,Directed,1862,,,1.0
giulialabo,oconesteban,Directed,1863,,,1.0
giulialabo,anto_giovinazzi,Directed,1864,,,1.0
giulialabo,skysportf1hd,Directed,1865,,,1.0
karol__crf,suttonimages,Directed,1876,,,1.0
karol__crf,mercedesamgf1,Directed,1877,,,1.0
karol__crf,lewishamilton,Directed,1878,,,1.0
fishtrenado,momentses,Directed,1948,,,1.0
fishtrenado,laaficion,Directed,1951,,,1.0
fishtrenado,schecoperez,Directed,1954,,,1.0
fishtrenado,scuderiaferrari,Directed,1955,,,1.0
fishtrenado,a3formula1,Directed,1956,,,1.0
fishtrenado,pirellisport,Directed,1957,,,1.0
fishtrenado,carlossainz55,Directed,1958,,,1.0
fishtrenado,laf1surcanal,Directed,1959,,,1.0
fishtrenado,motorlat,Directed,1960,,,1.0
fishtrenado,telemetricof1,Directed,1961,,,1.0
fishtrenado,fia,Directed,1962,,,1.0
irina05791,ausgrandprix,Directed,1963,,,1.0
irina05791,f1,Directed,1964,,,1.0
irina05791,lewishamilton,Directed,1965,,,1.0
irina05791,mercedesamgf1,Directed,1966,,,1.0
mardiso20,skysportf1hd,Directed,1982,,,1.0
mardiso20,skysport,Directed,1983,,,1.0
mardiso20,scuderiaferrari,Directed,1984,,,1.0
protiereclaude,enricotornello,Directed,1996,,,1.0
protiereclaude,kvyatofficial,Directed,1997,,,1.0
protiereclaude,tororossospy,Directed,1998,,,1.0
marco_rv94,valtteribottas,Directed,2003,,,1.0
marco_rv94,lewishamilton,Directed,2004,,,1.0
marco_rv94,skysportf1hd,Directed,2005,,,1.0
smurf_118,wtf1official,Directed,2006,,,1.0
smurf_118,scuderiaferrari,Directed,2007,,,1.0
smurf_118,f1,Directed,2008,,,1.0
smurf_118,therealdcf1,Directed,2009,,,1.0
smurf_118,c4f1,Directed,2010,,,1.0
smurf_118,mercedesamgf1,Directed,2011,,,1.0
smurf_118,valtteribottas,Directed,2012,,,1.0
smurf_118,lewishamilton,Directed,2013,,,1.0
perhapschiba,pirellisport,Directed,2023,,,1.0
perhapschiba,f1,Directed,2024,,,1.0
perhapschiba,danielricciardo,Directed,2025,,,1.0
amitsingh8888,oconesteban,Directed,2037,,,1.0
amitsingh8888,forceindiaf1,Directed,2038,,,1.0
amitsingh8888,f1,Directed,2039,,,1.0
cohenleoncarlos,wtf1official,Directed,2043,,,1.0
cohenleoncarlos,scuderiaferrari,Directed,2044,,,1.0
cohenleoncarlos,f1,Directed,2045,,,1.0
jeantonnerot,michaelcarus0,Directed,2052,,,1.0
jeantonnerot,toddkellyracing,Directed,2053,,,1.0
jeantonnerot,nissan_msport,Directed,2054,,,1.0
jenlove48,scuderiafe,Directed,2057,,,1.0
jenlove48,vettel_formel1,Directed,2058,,,1.0
jenlove48,scuderiaferrari,Directed,2059,,,1.0
masterlap_com,masterlap_com,Directed,2060,,,1.0
masterlap_com,valtteribottas,Directed,2061,,,1.0
masterlap_com,lewishamilton,Directed,2062,,,1.0
ivanngfok,ivanngfok,Directed,2071,,,1.0
ivanngfok,scuderiaferrari,Directed,2072,,,1.0
ivanngfok,f1,Directed,2073,,,1.0
rach_f1,ffsgiovinco,Directed,2085,,,1.0
rach_f1,alexs1man,Directed,2086,,,1.0
awaisssss_,f1,Directed,2103,,,1.0
awaisssss_,scuderiaferrari,Directed,2104,,,1.0
awaisssss_,suttonimages,Directed,2105,,,1.0
awaisssss_,mercedesamgf1,Directed,2106,,,1.0
awaisssss_,lewishamilton,Directed,2107,,,1.0
awaisssss_,valtteribottas,Directed,2108,,,1.0
skysport,oconesteban,Directed,2114,,,1.0
skysport,anto_giovinazzi,Directed,2115,,,1.0
skysport,skysportf1hd,Directed,2116,,,1.0
matazaleras97,scuderiaferrari,Directed,2125,,,1.0
arseniy1980,ausgrandprix,Directed,2128,,,1.0
arseniy1980,f1,Directed,2129,,,1.0
arseniy1980,lewishamilton,Directed,2130,,,1.0
arseniy1980,mercedesamgf1,Directed,2131,,,1.0
arseniy1980,valtteribottas,Directed,2132,,,1.0
alayzell20297,essaarmsport,Directed,2133,,,1.0
f1fanster1217,mercedesamgf1,Directed,2169,,,1.0
f1fanster1217,scuderiaferrari,Directed,2170,,,1.0
f1fanster1217,formulahumor,Directed,2171,,,1.0
f1fanster1217,gianludale27,Directed,2172,,,1.0
fia_formula_1,fia_formula_1,Directed,2180,,,1.0
djpbut,fia_formula_1,Directed,2181,,,1.0
djpbut,f1fanatic_co_uk,Directed,2182,,,1.0
djpbut,max33verstappen,Directed,2183,,,1.0
djpbut,redbullracing,Directed,2184,,,1.0
djpbut,forceindiaf1,Directed,2185,,,1.0
djpbut,massafelipe19,Directed,2186,,,1.0
djpbut,williamsracing,Directed,2187,,,1.0
messieterno,movistar_f1,Directed,2188,,,1.0
messieterno,noemidemiguel,Directed,2189,,,1.0
messieterno,pirellisport,Directed,2190,,,1.0
alpdavies,scuderiaferrari,Directed,2192,,,1.0
alpdavies,mercedesamgf1,Directed,2193,,,1.0
alpdavies,lewishamilton,Directed,2194,,,1.0
ladakatokkon,f1,Directed,2197,,,1.0
ladakatokkon,ladakatokkon,Directed,2198,,,1.0
f1_daniel5,gianludale27,Directed,2199,,,1.0
pierostracuzzi1,sebvettelnews,Directed,2203,,,1.0
pierostracuzzi1,valtteribottas,Directed,2204,,,1.0
pierostracuzzi1,lewishamilton,Directed,2205,,,1.0
pierostracuzzi1,skysportf1hd,Directed,2206,,,1.0
pierostracuzzi1,scuderiaferrari,Directed,2207,,,1.0
pierostracuzzi1,f1,Directed,2208,,,1.0
smr_200,forceindiaf1,Directed,2209,,,1.0
smr_200,scuderiaferrari,Directed,2210,,,1.0
smr_200,f1,Directed,2211,,,1.0
mngming88,ausgrandprix,Directed,2219,,,1.0
mngming88,f1,Directed,2220,,,1.0
mngming88,skysportsf1,Directed,2221,,,1.0
mngming88,scuderiaferrari,Directed,2222,,,1.0
mngming88,kl_motorsport,Directed,2223,,,1.0
glfioravanti,sebvettelnews,Directed,2243,,,1.0
glfioravanti,glfioravanti,Directed,2244,,,1.0
motorlat,fia,Directed,2250,,,1.0
motorlat,motorlat,Directed,2251,,,1.0
motorlat,pirellisport,Directed,2252,,,1.0
sergiogvidrio,valtteribottas,Directed,2255,,,1.0
sergiogvidrio,lewishamilton,Directed,2256,,,1.0
sergiogvidrio,mercedesamgf1,Directed,2257,,,1.0
sergiogvidrio,mercedesbenzmx,Directed,2258,,,1.0
f1fanske,f1fanske,Directed,2262,,,1.0
f1fanske,f1,Directed,2263,,,1.0
f1fanske,scuderiaferrari,Directed,2264,,,1.0
iclaud90,oconesteban,Directed,2275,,,1.0
iclaud90,anto_giovinazzi,Directed,2276,,,1.0
iclaud90,skysportf1hd,Directed,2277,,,1.0
guanmingy,kl_motorsport,Directed,2286,,,1.0
guanmingy,ausgrandprix,Directed,2287,,,1.0
guanmingy,f1,Directed,2288,,,1.0
guanmingy,skysportsf1,Directed,2289,,,1.0
guanmingy,scuderiaferrari,Directed,2290,,,1.0
bravofernandof1,bravofernandof1,Directed,2293,,,1.0
filhopaulo2012,sebvettelnews,Directed,2295,,,1.0
filhopaulo2012,scuderiaferrari,Directed,2296,,,1.0
filhopaulo2012,f1,Directed,2297,,,1.0
en_aizuddin,mercedesamgf1,Directed,2302,,,1.0
en_aizuddin,scuderiaferrari,Directed,2303,,,1.0
en_aizuddin,formulahumor,Directed,2304,,,1.0
nadalvettel,nadalvettel,Directed,2323,,,1.0
nadalvettel,scuderiaferrari,Directed,2324,,,1.0
alejand20099936,pirellisport,Directed,2327,,,1.0
alejand20099936,mercedesbenzmx,Directed,2328,,,1.0
alejand20099936,mercedesamgf1,Directed,2329,,,1.0
alejand20099936,f1,Directed,2330,,,1.0
alejand20099936,tororossospy,Directed,2331,,,1.0
alejand20099936,redbullracing,Directed,2332,,,1.0
alejand20099936,valtteribottas,Directed,2333,,,1.0
alejand20099936,f1fanatic_co_uk,Directed,2334,,,1.0
alejand20099936,nico_rosberg,Directed,2335,,,1.0
alejand20099936,hulkhulkenberg,Directed,2336,,,1.0
alejand20099936,renaultsportf1,Directed,2337,,,1.0
alejand20099936,oconesteban,Directed,2338,,,1.0
alejand20099936,forceindiaf1,Directed,2339,,,1.0
alejand20099936,ausgrandprix,Directed,2340,,,1.0
alejand20099936,scuderiaferrari,Directed,2341,,,1.0
alejand20099936,kvyatofficial,Directed,2342,,,1.0
alejand20099936,lewishamilton,Directed,2343,,,1.0
alejand20099936,svandoorne,Directed,2344,,,1.0
luizeduardo1311,valtteribottas,Directed,2360,,,1.0
luizeduardo1311,f1,Directed,2361,,,1.0
luizeduardo1311,scuderiaferrari,Directed,2362,,,1.0
proassad,momentsau,Directed,2366,,,1.0
proassad,bbcsport,Directed,2367,,,1.0
proassad,scuderiaferrari,Directed,2368,,,1.0
proassad,f1,Directed,2369,,,1.0
proassad,max33verstappen,Directed,2370,,,1.0
proassad,valtteribottas,Directed,2371,,,1.0
proassad,mercedesamgf1,Directed,2372,,,1.0
proassad,svandoorne,Directed,2373,,,1.0
proassad,ausgrandprix,Directed,2374,,,1.0
proassad,oconesteban,Directed,2375,,,1.0
proassad,forceindiaf1,Directed,2376,,,1.0
erickreynal,carlossainz55,Directed,2380,,,1.0
erickreynal,f1,Directed,2381,,,1.0
erickreynal,tororossospy,Directed,2382,,,1.0
erickreynal,kvyatofficial,Directed,2383,,,1.0
skysportf1hd,anto_giovinazzi,Directed,2385,,,1.0
vittoria510,anto_giovinazzi,Directed,2386,,,1.0
vittoria510,oconesteban,Directed,2387,,,1.0
vittoria510,skysportf1hd,Directed,2388,,,1.0
adhyra80,scuderiaferrari,Directed,2395,,,1.0
adhyra80,f1,Directed,2396,,,1.0
blueboopsc,kvyatofficial,Directed,2410,,,1.0
blueboopsc,ausgrandprix,Directed,2412,,,1.0
blueboopsc,wtf1official,Directed,2413,,,1.0
micholspalag,scuderiaferrari,Directed,2418,,,1.0
micholspalag,f1,Directed,2419,,,1.0
micholspalag,forof1paraguay,Directed,2420,,,1.0
januszcwikla,mercedesamgf1,Directed,2422,,,1.0
aitor10000,alo_oficial,Directed,2426,,,1.0
aitor10000,lewishamilton,Directed,2427,,,1.0
aitor10000,mercedesamgf1,Directed,2428,,,1.0
brianwalkerchi,mercedesamgf1,Directed,2468,,,1.0
brianwalkerchi,scuderiaferrari,Directed,2469,,,1.0
brianwalkerchi,f1,Directed,2470,,,1.0
mexicogp,mexicogp,Directed,2476,,,1.0
ozillemnoslen,formula1fanzone,Directed,2484,,,1.0
ozillemnoslen,scuderiaferrari,Directed,2485,,,1.0
ozillemnoslen,f1,Directed,2486,,,1.0
f1gate,f1gate,Directed,2487,,,1.0
robertoregalad,suttonimages,Directed,2499,,,1.0
robertoregalad,massafelipe19,Directed,2500,,,1.0
robertoregalad,williamsracing,Directed,2501,,,1.0
robertoregalad,scuderiaferrari,Directed,2502,,,1.0
robertoregalad,f1,Directed,2503,,,1.0
robertoregalad,forceindiaf1,Directed,2504,,,1.0
motorsport_ed,motorsport,Directed,2506,,,1.0
motorsport_ed,motorsport_ed,Directed,2507,,,1.0
f1fanatic_co_uk,f1fanatic_co_uk,Directed,2514,,,1.0
mireillebrigit,svandoorne,Directed,2532,,,1.0
mireillebrigit,andersonlaura12,Directed,2533,,,1.0
mireillebrigit,alexs1man,Directed,2534,,,1.0
mireillebrigit,danielricciardo,Directed,2535,,,1.0
mireillebrigit,redbullracing,Directed,2536,,,1.0
mireillebrigit,max33verstappen,Directed,2537,,,1.0
mireillebrigit,f1,Directed,2538,,,1.0
mireillebrigit,mclarenf1,Directed,2539,,,1.0
f1_paraguay,f1_paraguay,Directed,2540,,,1.0
forof1paraguay,f1_paraguay,Directed,2541,,,1.0
br1nster,therealdcf1,Directed,2551,,,1.0
br1nster,c4f1,Directed,2553,,,1.0
br1nster,skysportsf1,Directed,2554,,,1.0
br1nster,fia,Directed,2555,,,1.0
br1nster,f1,Directed,2556,,,1.0
a3formula1,a3formula1,Directed,2572,,,1.0
amsuazac,scuderiaferrari,Directed,2574,,,1.0
amsuazac,gianludale27,Directed,2575,,,1.0
amsuazac,f1,Directed,2576,,,1.0
patrick_henz,gianludale27,Directed,2579,,,1.0
filippo898,skytg24,Directed,2580,,,1.0
filippo898,f1_vettel,Directed,2583,,,1.0
filippo898,f1,Directed,2586,,,1.0
filippo898,valtteribottas,Directed,2587,,,1.0
filippo898,lewishamilton,Directed,2588,,,1.0
filippo898,skysportf1hd,Directed,2589,,,1.0
filippo898,scuderiaferrari,Directed,2590,,,1.0
filippo898,mercedesamgf1,Directed,2591,,,1.0
skysportf1hd,oconesteban,Directed,2600,,,1.0
spina_ls,skysportf1hd,Directed,2601,,,1.0
spina_ls,valtteribottas,Directed,2602,,,1.0
spina_ls,lewishamilton,Directed,2603,,,1.0
iamshaishak,f1,Directed,2613,,,1.0
iamshaishak,scuderiaferrari,Directed,2614,,,1.0
iamshaishak,danielricciardo,Directed,2615,,,1.0
beglamourf1,mclarenf1,Directed,2620,,,1.0
scuderia7,scuderia7,Directed,2632,,,1.0
amirkhanvaned,scuderia7,Directed,2633,,,1.0
amirkhanvaned,f1,Directed,2634,,,1.0
amirkhanvaned,scuderiaferrari,Directed,2635,,,1.0
oto_sports,oto_sports,Directed,2636,,,1.0
oto_sports,tororossospy,Directed,2637,,,1.0
oto_sports,scuderiaferrari,Directed,2638,,,1.0
_moscardino,_moscardino,Directed,2639,,,1.0
enricotornello,enricotornello,Directed,2641,,,1.0
gianludale27,gianludale27,Directed,2648,,,1.0
phonexfly,forceindiaf1,Directed,2652,,,1.0
phonexfly,scuderiaferrari,Directed,2653,,,1.0
phonexfly,f1,Directed,2654,,,1.0
lucaforti4,ausgrandprix,Directed,2656,,,1.0
lucaforti4,lewishamilton,Directed,2657,,,1.0
lucaforti4,danielricciardo,Directed,2658,,,1.0
niall_o87,scuderiaferrari,Directed,2662,,,1.0
niall_o87,f1,Directed,2663,,,1.0
drifdk,michaelcarus0,Directed,2666,,,1.0
drifdk,toddkellyracing,Directed,2667,,,1.0
drifdk,nissan_msport,Directed,2668,,,1.0
robertobaann,mercedesamgf1,Directed,2669,,,1.0
robertobaann,lewishamilton,Directed,2670,,,1.0
robertobaann,valtteribottas,Directed,2671,,,1.0
robertobaann,scuderiaferrari,Directed,2672,,,1.0
cheekycorini,ausgrandprix,Directed,2679,,,1.0
cheekycorini,tororossospy,Directed,2682,,,1.0
cheekycorini,danielricciardo,Directed,2683,,,1.0
cheekycorini,max33verstappen,Directed,2684,,,1.0
cheekycorini,redbullracing,Directed,2685,,,1.0
ikolataworld,scuderiaferrari,Directed,2701,,,1.0
ikolataworld,f1,Directed,2702,,,1.0
ikolataworld,ikolataworld,Directed,2703,,,1.0
samuelpalummo,skysportf1hd,Directed,2735,,,1.0
samuelpalummo,f1rai,Directed,2736,,,1.0
samuelpalummo,f1,Directed,2737,,,1.0
samuelpalummo,scuderiaferrari,Directed,2738,,,1.0
allvpologjes,scuderiafe,Directed,2747,,,1.0
allvpologjes,sebvettelnews,Directed,2748,,,1.0
allvpologjes,vettel_formel1,Directed,2749,,,1.0
natan_silva77,skysportsf1,Directed,2778,,,1.0
natan_silva77,lewishamilton,Directed,2779,,,1.0
natan_silva77,mercedesamgf1,Directed,2780,,,1.0
natan_silva77,williamsracing,Directed,2781,,,1.0
labebekiss,lewishamilton,Directed,2801,,,1.0
labebekiss,mercedesamgf1,Directed,2802,,,1.0
espectadepor,scuderiaferrari,Directed,2853,,,1.0
espectadepor,f1,Directed,2854,,,1.0
espectadepor,sebvettelnews,Directed,2855,,,1.0
lean_tperez,lewishamilton,Directed,2858,,,1.0
lean_tperez,mercedesamgf1,Directed,2859,,,1.0
lean_tperez,ausgrandprix,Directed,2860,,,1.0
lean_tperez,f1,Directed,2861,,,1.0
wagnercabbral,allthingsvettel,Directed,2879,,,1.0
wagnercabbral,sebvettelnews,Directed,2880,,,1.0
wagnercabbral,mralexf1,Directed,2881,,,1.0
alycienta_44,scuderiaferrari,Directed,2883,,,1.0
alycienta_44,f1,Directed,2884,,,1.0
rach_f1,rach_f1,Directed,2907,,,1.0
tokyo_to_japan,hondaracingf1,Directed,2926,,,1.0
tokyo_to_japan,mclarenf1,Directed,2927,,,1.0
tokyo_to_japan,scuderiaferrari,Directed,2928,,,1.0
tokyo_to_japan,f1,Directed,2929,,,1.0
jyc73,ausgrandprix,Directed,2933,,,1.0
jyc73,f1,Directed,2934,,,1.0
jyc73,scuderiaferrari,Directed,2935,,,1.0
filhopaulo2012,mercedesamgf1,Directed,2954,,,1.0
filhopaulo2012,formulahumor,Directed,2955,,,1.0
filhopaulo2012,allthingsvettel,Directed,2956,,,1.0
odamax41,f1,Directed,2959,,,1.0
matazaleras97,matazaleras97,Directed,2978,,,1.0
pratmech,oconesteban,Directed,3014,,,1.0
pratmech,forceindiaf1,Directed,3015,,,1.0
pratmech,f1,Directed,3016,,,1.0
pratmech,scuderiaferrari,Directed,3017,,,1.0
joyman007,joyman007,Directed,3037,,,1.0
joyman007,mercedesamgf1,Directed,3038,,,1.0
isabells7,oconesteban,Directed,3047,,,1.0
isabells7,forceindiaf1,Directed,3048,,,1.0
isabells7,f1,Directed,3049,,,1.0
isabells7,tororossospy,Directed,3050,,,1.0
isabells7,kvyatofficial,Directed,3051,,,1.0
isabells7,svandoorne,Directed,3052,,,1.0
jeseluna8,a3formula1,Directed,3056,,,1.0
jeseluna8,jeseluna8,Directed,3057,,,1.0
francovicente4,telemetricof1,Directed,3093,,,1.0
francovicente4,f1,Directed,3094,,,1.0
francovicente4,ausgrandprix,Directed,3095,,,1.0
lewis_angelo,movistar_f1,Directed,3110,,,1.0
lewis_angelo,noemidemiguel,Directed,3111,,,1.0
lewis_angelo,pirellisport,Directed,3112,,,1.0
elegbete1,valtteribottas,Directed,3113,,,1.0
elegbete1,lewishamilton,Directed,3114,,,1.0
sicial,sicial,Directed,3117,,,1.0
sicial,scuderiaferrari,Directed,3118,,,1.0
petersaddicted,gnsolito,Directed,3120,,,1.0
petersaddicted,scuderiaferrari,Directed,3121,,,1.0
petersaddicted,saetta_mcqueen,Directed,3123,,,1.0
anamariia_k,valtteribottas,Directed,3136,,,1.0
anamariia_k,mercedesamgf1,Directed,3137,,,1.0
motorsport_it,f1,Directed,3175,,,1.0
arthshelby,scuderiaferrari,Directed,3192,,,1.0
arthshelby,arthshelby,Directed,3193,,,1.0
julien_f1,wtf1official,Directed,3212,,,1.0
julien_f1,ausgrandprix,Directed,3213,,,1.0
julien_f1,f1,Directed,3214,,,1.0
portalwebperu,portalwebperu,Directed,3236,,,1.0
hashimamla03ha,aus_airforce,Directed,3253,,,1.0
hashimamla03ha,danielricciardo,Directed,3254,,,1.0
hashimamla03ha,redbullracing,Directed,3255,,,1.0
williammwangi,nico_rosberg,Directed,3272,,,1.0
williammwangi,valtteribottas,Directed,3273,,,1.0
williammwangi,lewishamilton,Directed,3274,,,1.0
williammwangi,mercedesamgf1,Directed,3275,,,1.0
giovannipalmeri,mercedesamgf1,Directed,3278,,,1.0
giovannipalmeri,scuderiaferrari,Directed,3279,,,1.0
giovannipalmeri,formulahumor,Directed,3280,,,1.0
john_stickel,valtteribottas,Directed,3291,,,1.0
john_stickel,mercedesamgf1,Directed,3292,,,1.0
jessychiap17,allthingsvettel,Directed,3303,,,1.0
jessychiap17,sebvettelnews,Directed,3304,,,1.0
jessychiap17,jessychiap17,Directed,3305,,,1.0
jessychiap17,scuderiaferrari,Directed,3306,,,1.0
1986juventus,scuderiaferrari,Directed,3310,,,1.0
_moscardino,scuderiaferrari,Directed,3324,,,1.0
_moscardino,f1,Directed,3325,,,1.0
mynameisdomii,lewishamilton,Directed,3338,,,1.0
mynameisdomii,mercedesamgf1,Directed,3339,,,1.0
mynameisdomii,valtteribottas,Directed,3340,,,1.0
megalomaxi92,forceindiaf1,Directed,3341,,,1.0
megalomaxi92,scuderiaferrari,Directed,3342,,,1.0
megalomaxi92,f1,Directed,3343,,,1.0
ashdawson147,mclarenf1,Directed,3362,,,1.0
ashdawson147,svandoorne,Directed,3363,,,1.0
kupsie91,scuderiaferrari,Directed,3365,,,1.0
kupsie91,mercedesamgf1,Directed,3366,,,1.0
kupsie91,valtteribottas,Directed,3367,,,1.0
jubilantgirl,skysportsf1,Directed,3380,,,1.0
jubilantgirl,valtteribottas,Directed,3381,,,1.0
jubilantgirl,mercedesamgf1,Directed,3382,,,1.0
briceoka,scuderiaferrari,Directed,3387,,,1.0
briceoka,f1,Directed,3388,,,1.0
briceoka,nico_rosberg,Directed,3389,,,1.0
briceoka,f1writers,Directed,3390,,,1.0
adolfomontalvop,scuderiaferrari,Directed,3397,,,1.0
adolfomontalvop,f1,Directed,3398,,,1.0
adolfomontalvop,aztecadeportes,Directed,3399,,,1.0
johnefekute,skysportsf1,Directed,3402,,,1.0
johnefekute,valtteribottas,Directed,3403,,,1.0
johnefekute,mercedesamgf1,Directed,3404,,,1.0
johnefekute,lewishamilton,Directed,3405,,,1.0
jess_car,f1,Directed,3408,,,1.0
jess_car,jess_car,Directed,3409,,,1.0
tigersolidsnake,scuderiaferrari,Directed,3422,,,1.0
tigersolidsnake,f1,Directed,3423,,,1.0
tigersolidsnake,sauberf1team,Directed,3424,,,1.0
ganedrarama,scuderiaferrari,Directed,3435,,,1.0
ganedrarama,ganedrarama,Directed,3436,,,1.0
amsinyeccion,scuderiaferrari,Directed,3446,,,1.0
amsinyeccion,f1,Directed,3447,,,1.0
amsinyeccion,scuderia7,Directed,3448,,,1.0
acarrilloa72,scuderiaferrari,Directed,3449,,,1.0
acarrilloa72,f1,Directed,3450,,,1.0
acarrilloa72,aztecadeportes,Directed,3451,,,1.0
pangianpiter,scuderiaferrari,Directed,3461,,,1.0
pangianpiter,f1,Directed,3462,,,1.0
factuallmpala,jaxx_f1,Directed,3464,,,1.0
factuallmpala,redbullracing,Directed,3465,,,1.0
darck_smocks,f1,Directed,3468,,,1.0
darck_smocks,aussiegrit,Directed,3469,,,1.0
darck_smocks,gnsolito,Directed,3470,,,1.0
darck_smocks,mercedesamgf1,Directed,3471,,,1.0
darck_smocks,scuderiaferrari,Directed,3472,,,1.0
darck_smocks,formulahumor,Directed,3473,,,1.0
simply_formula,simply_formula,Directed,3480,,,1.0
racetimeru,simply_formula,Directed,3481,,,1.0
racetimeru,racetimeru,Directed,3482,,,1.0
racetimeru,kvyatofficial,Directed,3483,,,1.0
racetimeru,tororossospy,Directed,3484,,,1.0
racetimeru,mercedesamgf1,Directed,3485,,,1.0
racetimeru,nico_rosberg,Directed,3486,,,1.0
nezuburu,scuderia7,Directed,3492,,,1.0
nezuburu,shanewarne,Directed,3493,,,1.0
nezuburu,f1hub,Directed,3494,,,1.0
nezuburu,danielricciardo,Directed,3495,,,1.0
nezuburu,ausgrandprix,Directed,3496,,,1.0
nestor_cudra,f1latinamerica,Directed,3501,,,1.0
nestor_cudra,f1,Directed,3502,,,1.0
nestor_cudra,laf1surcanal,Directed,3503,,,1.0
nestor_cudra,motorlat,Directed,3504,,,1.0
nestor_cudra,forof1paraguay,Directed,3505,,,1.0
nestor_cudra,scuderiaferrari,Directed,3506,,,1.0
h3r3w3g03,mercedesamgf1,Directed,3519,,,1.0
h3r3w3g03,valtteribottas,Directed,3520,,,1.0
