id,label,timeset,followed,followers,tweets,favorites,time zone,componentnumber,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,strongcompnum,pageranks,clustering,eigencentrality
bbcsport,bbcsport,,262,6592670,261762,156,Hawaii,0,4,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0046275933,0.0,0,0.005260359488579124,0.5,0.008331168368241708
thevijaymallya,thevijaymallya,,214,5797553,8731,40,New Delhi,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036082633,5,7.349083140198683E-4,0.0,0.0
lewishamilton,lewishamilton,,734,4258180,4260,2140,London,0,2,86,0,86,86.0,0.0,86.0,0.0,0.0,0.0,0.0,0.17633735,0.0,6,0.023861798859429493,0.008207933977246284,0.4216057854621322
podolski10,podolski10,,279,3225021,5996,1457,Amsterdam,0,0,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0077001946,0.0,7,0.0014326111511823144,0.0,0.011769568163799335
shanewarne,shanewarne,,338,2940113,16558,10176,Melbourne,0,4,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.002985843,0.0,8,0.0011053305026199728,0.0,0.008827176122849502
skytg24,skytg24,,303,2772272,151920,138,Rome,0,2,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.010622343,0.0,9,0.0010929432794900126,0.0,0.012992760306970342
f1,f1,,55,2651994,30557,900,London,0,0,229,1,230,229.0,1.0,230.0,1.0,1.0,1.0,73.83333333333334,0.6040622,0.027435856,2,0.04255133582816723,0.0031327130272984505,0.7231904426105702
alo_oficial,alo_oficial,,69,2447878,5133,89,Madrid,0,2,17,0,17,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.022480784,0.0,10,0.0034823719543146756,0.0,0.052268551278980044
skysport,skysport,,1063,2212118,234210,4354,Rome,0,5,1,4,5,1.0,4.0,5.0,1.0,1.0,1.0,1.5,0.0013605342,0.010519454,14,9.431778176504492E-4,0.20000000298023224,0.0029423920409498336
aztecadeportes,aztecadeportes,,791,2051905,185685,545,Mexico City,0,3,5,2,7,5.0,2.0,7.0,1.0,1.0,1.0,0.0,0.012961392,0.055047724,15,0.0016721210803574823,0.261904776096344,0.014711960204749169
nico_rosberg,nico_rosberg,,2444,1920546,2416,525,Paris,0,1,14,0,14,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.029865999,0.0,16,0.0028130351443692984,0.0,0.04363987285963971
supersporttv,supersporttv,,529,1763334,272578,662,Pretoria,0,0,3,1,4,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.005053601,0.0,17,0.007648792052929842,0.3333333432674408,0.012496752552362555
mercedesamgf1,mercedesamgf1,,3849,1747424,68258,35822,London,0,2,127,3,130,127.0,3.0,130.0,1.0,1.0,1.0,142.0,0.31081745,0.019042263,19,0.030187020233156243,0.01471656933426857,0.5417927618358972
schecoperez,schecoperez,,136,1690086,3215,72,Central Time (US & Canada),0,7,9,0,9,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.009525509,0.0,20,0.004035112013051964,0.0416666679084301,0.035893907183460805
redbullracing,redbullracing,,13975,1650357,13893,5359,London,0,4,28,1,29,28.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0610484,0.0,21,0.028461201882694052,0.03703703731298447,0.11930507622179756
scuderiaferrari,scuderiaferrari,,36,1639239,41434,981,Rome,0,3,232,0,232,232.0,0.0,232.0,0.0,0.0,0.0,0.0,0.60021156,0.0,1,0.08362146250857301,0.0032654127571731806,1.0
mclarenf1,mclarenf1,,32429,1416886,22725,6207,London,0,0,22,0,22,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.05016526,0.0,22,0.003720213380321067,0.0,0.06840220133040922
aussiegrit,aussiegrit,,277,1278140,4447,1749,London,0,6,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.01507239,0.0,23,0.0015348525438736902,0.0,0.017654352245699004
massafelipe19,massafelipe19,,384,1062885,2124,89,Brasilia,0,5,9,0,9,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.026486067,0.0,24,0.0013252652895363807,0.0,0.027704720511719523
danielricciardo,danielricciardo,,179,1055712,2135,346,,0,4,27,0,27,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.059848297,0.0,11,0.007409733671893361,0.008547008968889713,0.12990938384446651
channel4,channel4,,8923,844678,37352,3905,London,0,6,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.008507605,0.0,25,0.001222448288427819,0.0,0.011769568163799335
renaultsportf1,renaultsportf1,,2899,832157,54438,9496,London,0,5,11,0,11,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.03192331,0.0,26,0.0019162480969296637,0.0,0.03461419903328111
skysportsf1,skysportsf1,,132,698102,37460,7976,London,0,0,16,0,16,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.046480343,0.0,27,0.0028846598192976453,0.0,0.04707827265519734
williamsracing,williamsracing,,297,697359,28519,167,London,0,5,10,0,10,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.030180374,0.0,28,0.0014294000413516712,0.0,0.030647112552669355
hulkhulkenberg,hulkhulkenberg,,45,631333,818,168,Bern,0,5,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.01924499,0.0,29,0.0012932665115083647,0.0,0.01990223882853192
therealdcf1,therealdcf1,,324,570821,2760,466,,0,6,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.019913701,0.0,30,0.0013261097004621308,0.0,0.017654352245699004
rtlde,rtlde,,3285,544623,13189,6107,Bern,0,0,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0078104096,0.0,31,0.0016408806548128953,0.0,0.014711960204749169
forceindiaf1,forceindiaf1,,489,530743,29170,2000,London,0,5,35,0,35,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.095528714,0.0,3,0.005453740268980093,0.0,0.10543010571958637
sauberf1team,sauberf1team,,336,489764,17809,7179,Bern,0,5,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.016450623,0.0,32,0.001155674408008622,0.0,0.015935152347920176
max33verstappen,max33verstappen,,305,477324,1006,620,Belgrade,0,4,18,0,18,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.053731516,0.0,33,0.002793968361711044,0.003267973894253373,0.05398775117675892
tororossospy,tororossospy,,641,447107,7089,4031,London,0,5,19,0,19,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.037873715,0.0,34,0.002950224096092186,0.0,0.06079821735073068
laaficion,laaficion,,95,364800,356230,32,Mexico City,0,7,3,1,4,3.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0041752607,4.354139E-4,35,0.0012035146971886752,0.25,0.008827176122849502
valtteribottas,valtteribottas,,115,308154,2687,8012,London,0,2,96,0,96,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.24024837,0.0,18,0.024581270260674946,0.0071271928027272224,0.45122820357513965
fia,fia,,523,299261,4599,128,Athens,0,6,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.007557092,0.0,36,0.0018816498158813193,0.05000000074505806,0.02572068949328834
carlossainz55,carlossainz55,,317,271328,6657,1367,Madrid,0,5,7,0,7,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.017766675,0.0,37,0.0013978989070660035,0.0,0.023043128572990852
aztecaguate,aztecaguate,,507,258733,66985,12564,Central Time (US & Canada),0,0,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.00252151,0.0,38,0.006266015305147846,0.5,0.008331168368241708
mercedesbenzmx,mercedesbenzmx,,497,190529,11861,5049,Mexico City,0,2,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.009847039,0.0,39,0.0010299567774965245,0.0,0.008827176122849502
haasf1team,haasf1team,,213,175220,6213,2486,Eastern Time (US & Canada),0,5,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.010360481,0.0,40,9.426715065682553E-4,0.0,0.010050368266020524
a3formula1,a3formula1,,277,128730,27452,20,,0,7,8,1,9,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.009375205,0.0,41,0.013516085876335373,0.125,0.036215727319451864
ericsson_marcus,ericsson_marcus,,173,123449,1733,105,,0,5,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.013900008,0.0,42,9.474049043780412E-4,0.0,0.012992760306970342
f1_vettel,f1_vettel,,3,120412,7459,0,London,0,3,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.008723519,0.0,43,0.0012208704891578904,0.0,0.008827176122849502
kvyatofficial,kvyatofficial,,196,117094,2885,151,Greenland,0,5,13,0,13,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.023234144,0.0,44,0.0028114496208440287,0.0,0.04314386510503191
f1latinamerica,f1latinamerica,,139,107677,10008,7163,,0,0,8,1,9,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.012265249,0.0,45,0.012602522804553415,0.125,0.03477020039620931
hondaracingf1,hondaracingf1,,127,101850,4616,4968,Dublin,0,0,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.008155376,0.0,46,0.0011886383040722052,0.0,0.011769568163799335
pirellisport,pirellisport,,325,98222,9677,1716,Amsterdam,0,7,19,0,19,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.03527761,0.0,47,0.004259438378539258,0.005847953259944916,0.06813737020975694
f1fanatic_co_uk,f1fanatic_co_uk,,1012,94643,79003,2086,London,0,5,8,1,9,8.0,1.0,9.0,0.0,0.0,0.0,0.0,0.018593773,0.0,48,0.009283281666722668,0.125,0.034547865616137916
motorsport,motorsport,,1979,94196,48022,1298,Eastern Time (US & Canada),0,8,7,1,8,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.007826425,0.0,49,0.019298038702166908,0.1666666716337204,0.03885336600034953
svandoorne,svandoorne,,282,89362,2918,644,Brussels,0,0,26,0,26,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.07252076,0.0,50,0.0035341077505156595,0.0,0.08017176949420855
clarosports,clarosports,,467,85942,120934,14842,Mexico City,0,7,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.354139E-4,51,0.0012783528723108596,0.5,0.004165584184120854
skysportf1hd,skysportf1hd,,401,80791,33657,1171,Amsterdam,0,2,32,3,35,32.0,3.0,35.0,1.0,1.0,1.0,73.5,0.049579475,0.008253162,13,0.006272483247205203,0.020168067887425423,0.09863042250001797
beltramopaolo,beltramopaolo,,725,80667,17374,410,,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0077837706,52,7.349083140198683E-4,0.3333333432674408,0.0
momentses,momentses,,10,80633,13770,129,Mexico City,0,7,4,1,5,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.005356051,0.0,53,0.007648792052929841,0.25,0.016662336736483416
vettel_formel1,vettel_formel1,,754,76431,9568,2001,Amsterdam,0,8,12,2,14,12.0,2.0,14.0,1.0,1.0,1.0,2.333333333333333,0.01675719,0.027435856,54,0.0036474831999321585,0.12179487198591232,0.053703303047137094
noemidemiguel,noemidemiguel,,892,72428,28912,265,Madrid,0,7,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,2.998568E-4,0.0,55,0.0015679863285421919,0.0,0.011769568163799335
c4f1,c4f1,,135,69649,10759,4377,London,0,6,13,2,15,13.0,2.0,15.0,1.0,1.0,1.0,9.0,0.029702596,0.0027356842,56,0.003876731475008241,0.08791209012269974,0.05415259439357107
sebvettelnews,sebvettelnews,,435,67693,26475,5031,Athens,0,3,43,0,43,43.0,0.0,43.0,0.0,0.0,0.0,0.0,0.086117506,0.0,57,0.007564825695640469,5.537098622880876E-4,0.12999393648684707
telemetricof1,telemetricof1,,552,60660,19603,346,Buenos Aires,0,7,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.007199679,0.0,58,0.001377072616880826,0.0,0.014711960204749169
santiravidlaspy,santiravidlaspy,,1082,54568,10236,1640,Santiago,0,0,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055756718,59,7.349083140198683E-4,0.0833333358168602,0.0
ausgrandprix,ausgrandprix,,1193,50232,10299,7185,Melbourne,0,0,47,0,47,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.13146384,0.0,60,0.006822881445707032,0.0,0.1395156180678133
dexpress_sport,dexpress_sport,,312,47139,81538,54,London,0,3,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.003136196,0.0,61,0.0055746269312568495,0.5,0.008331168368241708
movistar_f1,movistar_f1,,152,47110,10435,1691,Madrid,0,7,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0048462E-4,0.0,62,0.002488996749707784,0.0,0.020827920920604256
mexicogp,mexicogp,,560,42821,14525,4744,Mexico City,0,3,4,1,5,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0051438515,0.0,63,0.008685874613766338,0.25,0.016662336736483416
f1gate,f1gate,,180,42177,44322,42,Tokyo,0,3,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0027018224,0.0,64,0.005920321118202348,0.5,0.008331168368241708
suttonimages,suttonimages,,1687,41939,15492,4442,London,0,2,15,0,15,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.031115886,0.0,65,0.0032218355232813945,0.0,0.04413588061424751
paddylowe,paddylowe,,60,39218,289,399,,0,5,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.014305058,0.0,66,8.310985581947299E-4,0.0,0.010050368266020524
wtf1official,wtf1official,,705,37302,18671,463,London,0,0,17,0,17,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.03525838,0.0,67,0.003312605230493007,0.0,0.05124385683931813
oconesteban,oconesteban,,368,36804,1411,1454,London,0,5,38,0,38,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.089785405,0.0,4,0.007751523390384942,0.006401137914508581,0.15269059795357542
soymotor,soymotor,,250,36673,36777,2598,Madrid,0,3,4,1,5,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0019179018,0.0,68,0.008633807237858693,0.25,0.017885528879654437
bah_int_circuit,bah_int_circuit,,1912,33827,4354,1494,Kuwait,0,8,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0046288124,0.0,69,0.0020593935625222025,0.0,0.01381895704312315
f1_images,f1_images,,1869,33784,7460,15229,London,0,5,0,11,11,0.0,11.0,11.0,2.0,0.8666666666666667,0.9230769230769231,0.0,0.0,0.05821583,70,7.349083140198683E-4,0.0,0.0
deejayone,deejayone,,1360,32951,14903,957,London,0,4,2,1,3,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0030343581,1.3870145E-4,71,0.005260359488579124,0.5,0.008331168368241708
nissan_msport,nissan_msport,,445,31276,414,4243,Melbourne,0,3,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0015398365,0.0,72,0.0012407056799798504,0.0,0.008827176122849502
laf1surcanal,laf1surcanal,,346,26823,3570,419,Paris,0,7,13,0,13,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.01966271,0.0,73,0.0028922572772791975,0.0,0.03927579097200976
torillo59,torillo59,,29223,26574,288177,181339,Amsterdam,0,2,0,4,4,0.0,4.0,4.0,4.0,0.48,0.611111111111111,0.0,0.0,0.033709038,77,7.349083140198683E-4,0.0,0.0
elegbete1,elegbete1,,3233,26101,79302,5796,London,0,2,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.033249825,78,7.349083140198683E-4,0.3333333432674408,0.0
managerchampion,managerchampion,,12520,24228,21113,91,Brasilia,0,2,4,2,6,4.0,2.0,6.0,1.0,1.0,1.0,0.0,0.0060485476,0.019042263,79,0.0014846785270899595,0.2666666805744171,0.011769568163799335
aus_airforce,aus_airforce,,1189,23087,11090,2920,Sydney,0,4,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.014624916,0.0,80,0.0015274143473154552,0.0,0.017654352245699004
enricotornello,enricotornello,,1071,22153,17468,1951,Buenos Aires,0,7,14,1,15,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.01992983,0.0,81,0.020070736909639526,0.0714285746216774,0.06098689764410539
iceman7news,iceman7news,,1958,20123,6131,10008,Helsinki,0,8,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.008293155,0.0,82,0.0013284763993670237,0.0,0.011769568163799335
f1writers,f1writers,,736,18943,64994,15330,Madrid,0,1,5,2,7,5.0,2.0,7.0,1.0,1.0,1.0,4.0,0.007665745,1.3735245E-5,83,0.0021664494989552287,0.1666666716337204,0.020827920920604256
simply_formula,simply_formula,,934,17246,77108,33234,Quito,0,5,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,8.412803E-4,0.0,84,0.005688639065643441,0.5,0.009776695291484215
thomassenecal,thomassenecal,,780,16618,2282,33,,0,7,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0011538367,0.028334644,85,9.431778176504492E-4,0.0,0.0029423920409498336
michaelcarus0,michaelcarus0,,80,14588,1510,6118,Melbourne,0,3,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0015398365,0.0,86,0.0012407056799798504,0.0,0.008827176122849502
momentsau,momentsau,,111,12267,6679,20,Pacific Time (US & Canada),0,2,4,0,4,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.011761221,0.0,87,0.0013332097971768097,0.0,0.011769568163799335
anto_giovinazzi,anto_giovinazzi,,375,11542,1676,4757,Bangkok,0,5,21,0,21,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.030919913,0.0,12,0.005821397918051455,0.02380952425301075,0.10562920965743108
fansofkr,fansofkr,,165,11297,19089,9745,Baghdad,0,8,4,1,5,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0056869457,0.0,88,0.007342605773063828,0.25,0.016662336736483416
kl_motorsport,kl_motorsport,,1846,11145,8651,8086,London,0,0,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.008718784,0.0,89,0.0011097934205549138,0.0,0.008827176122849502
dan_rigsby,dan_rigsby,,9577,10948,103262,33304,UTC,0,5,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,3.0,6.63534E-4,0.0031888457,90,8.390430658351588E-4,0.0,0.0029423920409498336
wakeupmob,wakeupmob,,10671,10939,100341,37786,Adelaide,0,4,0,11,11,0.0,11.0,11.0,2.0,0.9230769230769231,0.9583333333333334,0.0,0.0,0.06624386,94,7.349083140198683E-4,0.027272727340459824,0.0
cheekycorini,cheekycorini,,6559,10135,91279,69212,London,0,5,0,33,33,0.0,33.0,33.0,1.0,1.0,1.0,0.0,0.0,0.13724181,95,7.349083140198683E-4,0.0037878789007663727,0.0
beglamourf1,beglamourf1,,7880,9177,38193,20240,Amsterdam,0,0,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.06832262,96,7.349083140198683E-4,0.0833333358168602,0.0
mattzel89,mattzel89,,115,8647,23458,1476,Berlin,0,8,6,0,6,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0083573805,0.0,97,0.00140375877821695,0.0,0.017654352245699004
automovilclick,automovilclick,,8617,8307,15799,792,Santiago,0,7,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.0019367761,100,7.349083140198683E-4,0.0,0.0
micholspalag,micholspalag,,7640,7631,20268,1263,Mexico City,0,0,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.05546968,103,7.349083140198683E-4,0.3333333432674408,0.0
motorlat,motorlat,,253,7530,33091,4858,Buenos Aires,0,7,9,3,12,9.0,3.0,12.0,1.0,1.0,1.0,13.0,0.011370162,0.0019579872,99,0.002502987168379219,0.11818181723356247,0.03749025765708768
evenstarsaima,evenstarsaima,,245,7320,25181,12162,Pacific Time (US & Canada),0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.056660276,104,7.349083140198683E-4,0.1666666716337204,0.0
essaargp,essaargp,,618,7103,277,1103,London,0,1,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.7706944E-6,0.0,105,0.0027811146326561006,0.3333333432674408,0.01587843288099879
f1rai,f1rai,,276,7084,3203,1890,Rome,0,0,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.008085008,0.0,106,0.0010803639091301438,0.0,0.011273560409191547
bravofernandof1,bravofernandof1,,545,6643,17920,356,Madrid,0,3,3,1,4,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0026360815,0.0,107,0.00764879205292984,0.3333333432674408,0.012496752552362555
motorsport_it,motorsport_it,,905,6381,53287,67,Rome,0,7,3,4,7,3.0,4.0,7.0,2.0,0.8,0.875,6.0,0.0014126835,0.0321514,108,0.0014346233239302866,0.1666666716337204,0.013942279475605066
