id,label,timeset,followed,followers,tweets,favorites,time zone,componentnumber,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,strongcompnum,pageranks,clustering,eigencentrality
kplumel,kplumel,,176,343,6116,5042,,0,1,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.030436277,312,7.349083140198683E-4,0.0,0.0
fersantangelo,fersantangelo,,429,334,42112,704,,0,8,0,7,7,0.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.035360776,314,7.349083140198683E-4,0.02380952425301075,0.0
isaias582,isaias582,,706,330,16606,1194,Central Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.061056975,315,7.349083140198683E-4,0.1666666716337204,0.0
amsinyeccion,amsinyeccion,,406,325,3041,1685,,0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055708624,316,7.349083140198683E-4,0.1666666716337204,0.0
charlybrown93,charlybrown93,,542,320,16525,215,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0232956,317,7.349083140198683E-4,0.1666666716337204,0.0
marco_rv94,marco_rv94,,539,315,3225,10355,Pacific Time (US & Canada),0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,318,7.349083140198683E-4,0.0,0.0
josephf198,josephf198,,197,313,26723,23590,Pacific Time (US & Canada),0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05516822,319,7.349083140198683E-4,0.1666666716337204,0.0
eko_sap56963457,eko_sap56963457,,1670,313,11736,11279,Pacific Time (US & Canada),0,8,0,19,19,0.0,19.0,19.0,2.0,0.88,0.9318181818181818,0.0,0.0,0.047509734,320,7.349083140198683E-4,0.017543859779834747,0.0
en_aizuddin,en_aizuddin,,288,312,47850,960,Kuala Lumpur,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,321,7.349083140198683E-4,0.0,0.0
hashimamla03ha,hashimamla03ha,,502,311,2016,174,Pacific Time (US & Canada),0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0061947345,322,7.349083140198683E-4,0.0,0.0
ritaaladeen5,ritaaladeen5,,196,310,25611,5956,Casablanca,0,1,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05641291,323,7.349083140198683E-4,0.1666666716337204,0.0
yoshua_h,yoshua_h,,213,310,29884,839,Jakarta,0,4,0,8,8,0.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0865602,324,7.349083140198683E-4,0.01785714365541935,0.0
adhyra80,adhyra80,,152,304,4147,73004,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.056506947,325,7.349083140198683E-4,0.1666666716337204,0.0
antomdcccxxi,antomdcccxxi,,281,302,4982,601,Athens,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,326,7.349083140198683E-4,0.0,0.0
shel_hwds,shel_hwds,,164,298,1259,198,Perth,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0051456336,327,7.349083140198683E-4,0.0,0.0
knightcharon,knightcharon,,572,295,6081,451,London,0,0,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.06065574,328,7.349083140198683E-4,0.0833333358168602,0.0
tigersolidsnake,tigersolidsnake,,831,295,8355,24798,Bern,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055799685,329,7.349083140198683E-4,0.1666666716337204,0.0
megalomaxi92,megalomaxi92,,566,293,8989,15199,Rome,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05941437,330,7.349083140198683E-4,0.1666666716337204,0.0
thomasmiles77,thomasmiles77,,1027,292,2441,2305,,0,1,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,1.2033674E-4,331,7.349083140198683E-4,0.25,0.0
adrysns916,adrysns916,,511,292,40229,12062,Mumbai,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055278726,332,7.349083140198683E-4,0.1666666716337204,0.0
oxodox,oxodox,,1368,285,3241,1277,West Central Africa,0,0,1,2,3,1.0,2.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.027611868,333,0.0012783528723108596,0.5,0.004165584184120854
dodajpodaj,dodajpodaj,,207,285,4890,6428,Zagreb,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,334,7.349083140198683E-4,0.1666666716337204,0.0
ladakatokkon,ladakatokkon,,610,279,4036,9,Beijing,0,0,1,2,3,1.0,2.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.027611868,335,0.0012783528723108596,0.5,0.004165584184120854
jyc73,jyc73,,581,275,1484,5049,London,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.061056975,336,7.349083140198683E-4,0.1666666716337204,0.0
mattyc16_,mattyc16_,,691,273,2413,931,,0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,337,0.0010255514133666109,0.5,0.004165584184120854
luizeduardo1311,luizeduardo1311,,322,271,18275,94027,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.06602955,338,7.349083140198683E-4,0.1666666716337204,0.0
tigerzx59,tigerzx59,,2058,267,16552,13363,,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0015205324,0.031372312,288,8.241666727186887E-4,0.3333333432674408,0.0029423920409498336
josemanuel_28,josemanuel_28,,467,266,14091,3854,Guadalajara,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0016399921,339,7.349083140198683E-4,0.0,0.0
mireillebrigit,mireillebrigit,,289,265,2177,21690,Greenland,0,5,0,12,12,0.0,12.0,12.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.048966907,340,7.349083140198683E-4,0.0,0.0
alfredobravo17,alfredobravo17,,743,263,29010,5597,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055608373,341,7.349083140198683E-4,0.1666666716337204,0.0
amilcar07gm,amilcar07gm,,756,260,4878,1233,Mexico City,0,1,0,6,6,0.0,6.0,6.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.028405627,342,7.349083140198683E-4,0.06666667014360428,0.0
tokyo_to_japan,tokyo_to_japan,,299,260,6614,1312,Tokyo,0,0,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.05771358,343,7.349083140198683E-4,0.0833333358168602,0.0
cohenleoncarlos,cohenleoncarlos,,780,256,8717,937,Mexico City,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.056659397,344,7.349083140198683E-4,0.1666666716337204,0.0
drifdk,drifdk,,237,255,17501,54,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.111592E-4,345,7.349083140198683E-4,0.0,0.0
lelecoccia,lelecoccia,,27,252,45495,24958,Hawaii,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.023690313,346,7.349083140198683E-4,0.1666666716337204,0.0
henry_albertof1,henry_albertof1,,735,251,13317,11083,Central Time (US & Canada),0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05528285,347,7.349083140198683E-4,0.1666666716337204,0.0
wimsadmojo,wimsadmojo,,398,250,11428,13155,Eastern Time (US & Canada),0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.05280126,348,7.349083140198683E-4,0.1666666716337204,0.0
sicial,sicial,,587,246,1176,0,Rome,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.027435856,349,0.0012783528723108596,0.5,0.004165584184120854
iamshaishak,iamshaishak,,216,243,12034,171,Kuala Lumpur,0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.057783406,350,7.349083140198683E-4,0.1666666716337204,0.0
alejand20099936,alejand20099936,,328,240,17520,18237,,0,5,0,18,18,0.0,18.0,18.0,1.0,1.0,1.0,0.0,0.0,0.118293,351,7.349083140198683E-4,0.009803921915590763,0.0
smolenskyandrew,smolenskyandrew,,1351,238,4256,518,,0,8,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.003086254,352,7.349083140198683E-4,0.0,0.0
phonexfly,phonexfly,,329,237,30442,32069,Mountain Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05941437,353,7.349083140198683E-4,0.1666666716337204,0.0
jaymilee_,jaymilee_,,536,232,12652,544,London,0,6,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.034978837,354,7.349083140198683E-4,0.0,0.0
gremlins2012,gremlins2012,,1343,232,18280,415,Greenland,0,7,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.032614775,355,7.349083140198683E-4,0.0,0.0
elisagaggioli,elisagaggioli,,189,228,9789,4515,London,0,8,2,1,3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0014056101,0.0,242,0.0054758571635581356,0.5,0.008331168368241708
awaisssss_,awaisssss_,,29,228,18113,32714,,0,2,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.08971986,356,7.349083140198683E-4,0.10000000149011612,0.0
jenlove48,jenlove48,,219,225,19467,8203,,0,8,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.029125243,357,7.349083140198683E-4,0.05000000074505806,0.0
francorral711,francorral711,,231,225,5673,2138,Mid-Atlantic,0,7,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.02857043,358,7.349083140198683E-4,0.0,0.0
hermibaby,hermibaby,,336,225,42410,43475,,0,1,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.07613967,359,7.349083140198683E-4,0.03333333507180214,0.0
joana3028,joana3028,,2066,223,3026,512,,0,2,0,9,9,0.0,9.0,9.0,2.0,0.9090909090909091,0.95,0.0,0.0,0.07631061,360,7.349083140198683E-4,0.0416666679084301,0.0
baulemargherite,baulemargherite,,506,215,13592,24283,,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0077837706,361,7.349083140198683E-4,0.3333333432674408,0.0
_moscardino,_moscardino,,212,214,8300,22,Eastern Time (US & Canada),0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,362,0.0010255514133666109,0.5,0.004165584184120854
cdjlvv,cdjlvv,,486,213,17772,96,,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055483136,363,7.349083140198683E-4,0.1666666716337204,0.0
grandprixfundf1,grandprixfundf1,,318,213,6064,948,America/Los_Angeles,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.052625246,364,7.349083140198683E-4,0.1666666716337204,0.0
ss_may5,ss_may5,,126,211,35568,53647,Brasilia,0,4,0,7,7,0.0,7.0,7.0,2.0,0.8888888888888888,0.9375,0.0,0.0,0.045126956,365,7.349083140198683E-4,0.0,0.0
omega112,omega112,,487,209,21110,3983,Eastern Time (US & Canada),0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.06310816,366,7.349083140198683E-4,0.1666666716337204,0.0
yas_ivettel,yas_ivettel,,345,209,39745,7376,Brussels,0,3,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.060193356,367,7.349083140198683E-4,0.05000000074505806,0.0
matthewnotmatt,matthewnotmatt,,423,204,13512,2357,London,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.057172354,368,7.349083140198683E-4,0.1666666716337204,0.0
dukeroba,dukeroba,,235,203,280,340,,0,4,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.03641166,369,7.349083140198683E-4,0.0,0.0
filhopaulo2012,filhopaulo2012,,130,201,37126,34528,,0,3,0,8,8,0.0,8.0,8.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.085061684,370,7.349083140198683E-4,0.01785714365541935,0.0
meriuska,meriuska,,531,201,7124,377,London,0,3,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.00960425,371,7.349083140198683E-4,0.0,0.0
f1ygolf,f1ygolf,,145,198,2027,168,Caracas,0,7,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0012653879,0.0011001531,372,9.431778176504492E-4,0.1666666716337204,0.0029423920409498336
cconcep240,cconcep240,,1163,197,1344,1000,Arizona,0,7,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.059760973,373,7.349083140198683E-4,0.0833333358168602,0.0
scarro_ny,scarro_ny,,252,197,910,864,Rome,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0077837706,374,7.349083140198683E-4,0.3333333432674408,0.0
delavallee27,delavallee27,,127,196,21947,8171,,0,7,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.025242131,375,7.349083140198683E-4,0.1666666716337204,0.0
moey2612,moey2612,,767,196,24399,8548,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.042181026,376,7.349083140198683E-4,0.0,0.0
ed96webchannel,ed96webchannel,,917,193,27748,20584,Rome,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,377,7.349083140198683E-4,0.0,0.0
pvshatunov,pvshatunov,,347,191,17942,4373,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.052625246,378,7.349083140198683E-4,0.1666666716337204,0.0
jessychiap17,jessychiap17,,281,186,3546,3490,Athens,0,3,1,4,5,1.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.032225635,379,9.332757657955334E-4,0.25,0.004165584184120854
januszcwikla,januszcwikla,,401,185,5231,36962,Ljubljana,0,2,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.09108809,380,7.349083140198683E-4,0.10000000149011612,0.0
joanne7r,joanne7r,,313,185,4317,7484,London,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.049879864,381,7.349083140198683E-4,0.1666666716337204,0.0
mahmad4457,mahmad4457,,794,185,28013,15,,0,2,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.06342886,382,7.349083140198683E-4,0.06666667014360428,0.0
aitor10000,aitor10000,,550,183,3036,292,Hawaii,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0232956,383,7.349083140198683E-4,0.1666666716337204,0.0
scud3k_,scud3k_,,541,180,8842,1752,Pacific Time (US & Canada),0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.027435856,384,0.0012783528723108596,0.5,0.004165584184120854
ezzy99_,ezzy99_,,148,180,6765,1558,Hanoi,0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05750381,385,7.349083140198683E-4,0.1666666716337204,0.0
gnsolito,gnsolito,,932,178,1680,1426,Rome,0,2,5,0,5,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.01308518,0.0,155,0.0014812073686961164,0.0,0.014711960204749169
d_victormartil,d_victormartil,,137,177,2171,1649,Madrid,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0016399921,386,7.349083140198683E-4,0.0,0.0
rajkumar_starz,rajkumar_starz,,548,175,11727,3161,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,387,7.349083140198683E-4,0.0,0.0
allischacon,allischacon,,19,175,6952,4,America/Bogota,0,7,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.02768285,388,7.349083140198683E-4,0.1666666716337204,0.0
afuerstenberg17,afuerstenberg17,,562,173,8480,6042,,0,6,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055736687,389,7.349083140198683E-4,0.1666666716337204,0.0
perhapschiba,perhapschiba,,21,171,161,100,Hong Kong,0,4,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.031960104,390,7.349083140198683E-4,0.0,0.0
deportivamich,deportivamich,,189,167,6893,3750,Eastern Time (US & Canada),0,7,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.354139E-4,391,0.0012783528723108596,0.5,0.004165584184120854
pietroserri,pietroserri,,607,167,13896,13319,Santiago,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055640195,392,7.349083140198683E-4,0.5,0.0
oto_sports,oto_sports,,53,165,31168,22539,,0,4,1,8,9,1.0,8.0,9.0,2.0,0.8888888888888888,0.9375,0.0,0.0,0.08637142,393,8.222970227959185E-4,0.1607142835855484,0.004165584184120854
realjohnyromero,realjohnyromero,,922,164,15946,4684,Eastern Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.028320864,394,7.349083140198683E-4,0.0,0.0
1medders1,1medders1,,336,163,4132,245,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,395,7.349083140198683E-4,0.0,0.0
laurent_bouchet,laurent_bouchet,,723,160,16254,1142,,0,7,0,5,5,0.0,5.0,5.0,2.0,0.8571428571428571,0.9166666666666666,0.0,0.0,0.04029637,396,7.349083140198683E-4,0.0,0.0
lewis_angelo,lewis_angelo,,104,160,37721,113,Madrid,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0016399921,397,7.349083140198683E-4,0.0,0.0
diabloesparza,diabloesparza,,418,159,5691,5621,,0,0,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.08023711,398,7.349083140198683E-4,0.1666666716337204,0.0
paciucci_olga,paciucci_olga,,257,158,6432,10838,,0,4,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.0600497,399,7.349083140198683E-4,0.1666666716337204,0.0
maresjuan7,maresjuan7,,669,157,3988,2361,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055640195,400,7.349083140198683E-4,0.5,0.0
gummy_liz,gummy_liz,,397,154,10420,3041,Casablanca,0,1,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.060349364,401,7.349083140198683E-4,0.0833333358168602,0.0
jorge_rebe12,jorge_rebe12,,308,154,7594,5147,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0232956,402,7.349083140198683E-4,0.1666666716337204,0.0
andrea90f1,andrea90f1,,886,150,2446,81,,0,5,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0010620399,403,0.0012783528723108596,0.5,0.004165584184120854
fabiobusolo,fabiobusolo,,255,148,3776,3894,Greenland,0,2,0,4,4,0.0,4.0,4.0,2.0,0.7,0.7857142857142857,0.0,0.0,0.04874441,404,7.349083140198683E-4,0.0,0.0
joyman007,joyman007,,181,147,5850,1888,London,0,2,1,2,3,1.0,2.0,3.0,2.0,0.6,0.6666666666666666,0.0,0.0,0.0142075615,405,0.0012783528723108596,0.5,0.004165584184120854
act_lightning,act_lightning,,174,145,25492,176,Istanbul,0,5,0,8,8,0.0,8.0,8.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.056420695,406,7.349083140198683E-4,0.01785714365541935,0.0
luxuschrono,luxuschrono,,402,142,1867,3928,,0,1,0,4,4,0.0,4.0,4.0,2.0,0.7,0.7857142857142857,0.0,0.0,0.047551263,407,7.349083140198683E-4,0.0,0.0
arthshelby,arthshelby,,1314,141,261,4,Athens,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.027435856,408,0.0012783528723108596,0.5,0.004165584184120854
iclaud90,iclaud90,,88,140,61244,54448,Rome,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0077837706,409,7.349083140198683E-4,0.3333333432674408,0.0
marcos12091989,marcos12091989,,383,140,7417,10767,Buenos Aires,0,5,0,5,5,0.0,5.0,5.0,2.0,0.8571428571428571,0.9166666666666666,0.0,0.0,0.039107665,410,7.349083140198683E-4,0.0,0.0
f1_girl_sv,f1_girl_sv,,170,135,5468,2551,,0,8,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.05937027,411,7.349083140198683E-4,0.03333333507180214,0.0
alayzell20297,alayzell20297,,106,132,200,700,Pacific Time (US & Canada),0,1,3,3,6,3.0,3.0,6.0,1.0,1.0,1.0,5.0,0.0013094202,6.023289E-5,120,0.0013740533694006352,0.1666666716337204,0.00985187056251141
deekaysss,deekaysss,,136,132,4650,7328,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055278726,412,7.349083140198683E-4,0.1666666716337204,0.0
mngming88,mngming88,,456,130,3156,15225,Kuala Lumpur,0,0,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.06358015,413,7.349083140198683E-4,0.05000000074505806,0.0
guanmingy,guanmingy,,137,129,2744,383,Beijing,0,0,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.06358015,414,7.349083140198683E-4,0.05000000074505806,0.0
erickreynal,erickreynal,,129,126,2096,919,Mexico City,0,5,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.031217247,415,7.349083140198683E-4,0.0,0.0
eli_valli,eli_valli,,741,122,3479,1307,Rome,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036082633,416,7.349083140198683E-4,0.0,0.0
nick_cat7,nick_cat7,,723,120,4883,1361,London,0,2,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.06086169,417,7.349083140198683E-4,0.1666666716337204,0.0
godoy7967,godoy7967,,216,119,188,10,,0,0,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.039154343,418,7.349083140198683E-4,0.0,0.0
