id,label,timeset,followed,followers,tweets,favorites,time zone,componentnumber,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,authority,hub,strongcompnum,pageranks,clustering,eigencentrality
faqiherbara,faqiherbara,,43,119,9997,51,Pacific Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036936067,419,7.349083140198683E-4,0.0,0.0
rbeef81,rbeef81,,358,118,959,2888,Eastern Time (US & Canada),0,2,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.015218696,420,7.349083140198683E-4,0.0,0.0
maiky_spindle,maiky_spindle,,270,114,20070,3563,Tokyo,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0232956,421,7.349083140198683E-4,0.1666666716337204,0.0
lean_tperez,lean_tperez,,176,113,2177,304,,0,0,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.05588912,422,7.349083140198683E-4,0.0833333358168602,0.0
allvpologjes,allvpologjes,,306,111,5419,1113,,0,8,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0048473007,423,7.349083140198683E-4,0.0,0.0
ganedrarama,ganedrarama,,65,111,608,831,,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.027435856,424,0.0012783528723108596,0.5,0.004165584184120854
mardiso20,mardiso20,,147,110,14669,140,,0,3,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.02976434,425,7.349083140198683E-4,0.1666666716337204,0.0
kkkrisuuu,kkkrisuuu,,263,110,710,17632,Helsinki,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.052625246,426,7.349083140198683E-4,0.1666666716337204,0.0
giova_s_89,giova_s_89,,84,109,3292,711,Rome,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,427,7.349083140198683E-4,0.0,0.0
nycnyc,nycnyc,,154,109,2587,196,Eastern Time (US & Canada),0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,428,0.0010255514133666109,0.5,0.004165584184120854
espectadepor,espectadepor,,474,109,1052,62,Pacific Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,429,7.349083140198683E-4,0.1666666716337204,0.0
tar_patri,tar_patri,,347,108,5475,4202,Buenos Aires,0,3,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.03258149,430,7.349083140198683E-4,0.0,0.0
abschile,abschile,,1165,108,650,81,,0,7,0,9,9,0.0,9.0,9.0,2.0,0.7647058823529411,0.8461538461538461,0.0,0.0,0.032184616,431,7.349083140198683E-4,0.0,0.0
nestor_cudra,nestor_cudra,,301,107,1063,1724,Atlantic Time (Canada),0,0,0,6,6,0.0,6.0,6.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.057448853,432,7.349083140198683E-4,0.06666667014360428,0.0
niccydarling,niccydarling,,352,103,1160,370,Berlin,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,433,7.349083140198683E-4,0.1666666716337204,0.0
danielsahne94,danielsahne94,,105,102,11424,522,London,0,4,0,5,5,0.0,5.0,5.0,2.0,0.8571428571428571,0.9166666666666666,0.0,0.0,0.0826932,434,7.349083140198683E-4,0.10000000149011612,0.0
amitsingh8888,amitsingh8888,,295,100,398,250,Chennai,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036082633,435,7.349083140198683E-4,0.0,0.0
isabells7,isabells7,,158,98,16638,1707,Athens,0,5,0,7,7,0.0,7.0,7.0,2.0,0.8181818181818182,0.8888888888888888,0.0,0.0,0.042541243,436,7.349083140198683E-4,0.0,0.0
thivsweety,thivsweety,,77,97,748,3319,,0,4,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.010493092,437,7.349083140198683E-4,0.0,0.0
miguell47314920,miguell47314920,,89,95,6317,10549,,0,0,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.066828005,438,7.349083140198683E-4,0.05000000074505806,0.0
flamminiog,flamminiog,,151,93,16738,6961,,0,4,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.0600497,439,7.349083140198683E-4,0.1666666716337204,0.0
aagilang89,aagilang89,,440,92,1128,5,Jakarta,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.06310816,440,7.349083140198683E-4,0.1666666716337204,0.0
profesor_zeta,profesor_zeta,,477,92,4178,1316,Mexico City,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05595872,441,7.349083140198683E-4,0.1666666716337204,0.0
jofairclough1,jofairclough1,,462,92,5142,46,,0,6,0,6,6,0.0,6.0,6.0,2.0,0.875,0.9285714285714286,0.0,0.0,0.013147456,442,7.349083140198683E-4,0.0,0.0
ant_testa979,ant_testa979,,136,88,1418,164,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,443,7.349083140198683E-4,0.0,0.0
nrothien,nrothien,,115,87,24862,27371,,0,0,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.05975016,444,7.349083140198683E-4,0.1666666716337204,0.0
smurf_118,smurf_118,,297,83,2082,3120,,0,6,0,8,8,0.0,8.0,8.0,2.0,0.9,0.9444444444444444,0.0,0.0,0.0921772,445,7.349083140198683E-4,0.0535714291036129,0.0
backofthegridf1,backofthegridf1,,257,83,108,45,,0,4,2,1,3,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0030343581,1.3870145E-4,71,0.005260359488579124,0.5,0.008331168368241708
cineriz,cineriz,,83,82,10725,311,London,0,5,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0036053793,446,7.349083140198683E-4,0.0,0.0
casulafede,casulafede,,53,82,199,4662,,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.027435856,447,0.0012783528723108596,0.5,0.004165584184120854
grantlawson80,grantlawson80,,275,79,2771,3822,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.057172354,448,7.349083140198683E-4,0.1666666716337204,0.0
steffylucchy,steffylucchy,,227,78,756,524,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,449,7.349083140198683E-4,0.0,0.0
samuelpalummo,samuelpalummo,,230,78,1006,5000,,0,0,0,4,4,0.0,4.0,4.0,2.0,0.7,0.7857142857142857,0.0,0.0,0.057683583,450,7.349083140198683E-4,0.0833333358168602,0.0
pierostracuzzi1,pierostracuzzi1,,134,77,803,318,,0,2,0,6,6,0.0,6.0,6.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.08029274,451,7.349083140198683E-4,0.03333333507180214,0.0
webbeloz,webbeloz,,158,74,3186,179,Rome,0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,452,0.0010255514133666109,0.5,0.004165584184120854
glfioravanti,glfioravanti,,213,71,83,216,,0,3,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0039364574,453,0.0012783528723108596,0.5,0.004165584184120854
fred35warrior,fred35warrior,,383,70,6422,15994,Paris,0,8,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.060506187,454,7.349083140198683E-4,0.03333333507180214,0.0
iceman7mouse,iceman7mouse,,162,69,775,166,,0,8,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055426806,455,7.349083140198683E-4,0.1666666716337204,0.0
kazuyaformula,kazuyaformula,,101,67,3389,3314,,0,5,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.03168144,456,7.349083140198683E-4,0.0,0.0
abaza738,abaza738,,89,66,3573,19,Jerusalem,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05540818,457,7.349083140198683E-4,0.3333333432674408,0.0
_i_love_racing,_i_love_racing,,216,66,7098,4213,Novosibirsk,0,6,0,11,11,0.0,11.0,11.0,2.0,0.9230769230769231,0.9583333333333334,0.0,0.0,0.10303574,458,7.349083140198683E-4,0.027272727340459824,0.0
br1nster,br1nster,,149,64,1050,1932,London,0,6,0,5,5,0.0,5.0,5.0,2.0,0.7777777777777778,0.8571428571428571,0.0,0.0,0.032349914,459,7.349083140198683E-4,0.0,0.0
acastillo1594,acastillo1594,,164,63,31429,198,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0025012335,460,7.349083140198683E-4,0.0,0.0
bhaskarsingh818,bhaskarsingh818,,111,63,1645,1405,Pacific Time (US & Canada),0,2,0,5,5,0.0,5.0,5.0,2.0,0.8571428571428571,0.9166666666666666,0.0,0.0,0.078738034,461,7.349083140198683E-4,0.10000000149011612,0.0
mark_pomfret,mark_pomfret,,263,62,1216,23,Quito,0,2,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.06086169,462,7.349083140198683E-4,0.1666666716337204,0.0
labebekiss,labebekiss,,106,60,1939,6471,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.023690313,463,7.349083140198683E-4,0.1666666716337204,0.0
svandoornefans,svandoornefans,,43,59,184,111,,0,0,1,3,4,1.0,3.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.030926814,464,0.0010255514133666109,0.3333333432674408,0.004165584184120854
endwnsud,endwnsud,,87,57,8209,2590,Beijing,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,465,7.349083140198683E-4,0.0,0.0
spina_ls,spina_ls,,156,56,378,644,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,466,7.349083140198683E-4,0.0,0.0
mscfan91,mscfan91,,87,54,3486,934,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.056659397,467,7.349083140198683E-4,0.1666666716337204,0.0
brunocaetanome2,brunocaetanome2,,65,52,3045,3290,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0232956,468,7.349083140198683E-4,0.1666666716337204,0.0
darck_smocks,darck_smocks,,111,49,1430,1009,Pacific Time (US & Canada),0,6,0,6,6,0.0,6.0,6.0,2.0,0.8,0.875,0.0,0.0,0.07364307,469,7.349083140198683E-4,0.03333333507180214,0.0
lucacapvt,lucacapvt,,91,47,2089,3515,,0,2,0,4,4,0.0,4.0,4.0,2.0,0.75,0.8333333333333334,0.0,0.0,0.048680574,470,7.349083140198683E-4,0.0,0.0
rvmaarseveen,rvmaarseveen,,39,46,887,339,,0,4,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.032858495,471,7.349083140198683E-4,0.0,0.0
pangianpiter,pangianpiter,,199,44,2119,8731,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,472,7.349083140198683E-4,0.1666666716337204,0.0
andsonthacizio,andsonthacizio,,372,44,382,76,,0,2,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.08023711,473,7.349083140198683E-4,0.1666666716337204,0.0
rickdamerau,rickdamerau,,67,44,15703,1220,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,474,7.349083140198683E-4,0.1666666716337204,0.0
giovannipalmeri,giovannipalmeri,,106,44,1708,785,Rome,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,475,7.349083140198683E-4,0.0,0.0
protiereclaude,protiereclaude,,179,42,1915,3311,,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0037042578,476,7.349083140198683E-4,0.0,0.0
renata55207670,renata55207670,,128,40,2491,2013,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0051456336,477,7.349083140198683E-4,0.0,0.0
stelvio_tahiru,stelvio_tahiru,,46,40,317,127,,0,2,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.06086169,478,7.349083140198683E-4,0.1666666716337204,0.0
felipeferrari19,felipeferrari19,,95,40,1922,6127,,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036082633,479,7.349083140198683E-4,0.0,0.0
robertoregalad,robertoregalad,,172,39,5300,1,Buenos Aires,0,5,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.06342693,480,7.349083140198683E-4,0.03333333507180214,0.0
michaelbobak,michaelbobak,,40,38,5611,14,Pacific Time (US & Canada),0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0024111639,481,7.349083140198683E-4,0.0,0.0
trbu56,trbu56,,298,36,5121,31,,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.036082633,482,7.349083140198683E-4,0.0,0.0
osorioedgar10,osorioedgar10,,22,36,1041,1073,Mountain Time (US & Canada),0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,483,7.349083140198683E-4,0.0,0.0
monaleeborah,monaleeborah,,198,35,179,434,,0,5,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.06351849,484,7.349083140198683E-4,0.0833333358168602,0.0
mapuxpohqvrc3bp,mapuxpohqvrc3bp,,74,35,136,23,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.06310816,485,7.349083140198683E-4,0.1666666716337204,0.0
markel_tyler,markel_tyler,,238,34,42,11,,0,2,0,5,5,0.0,5.0,5.0,2.0,0.7777777777777778,0.8571428571428571,0.0,0.0,0.07836524,486,7.349083140198683E-4,0.05000000074505806,0.0
francovicente4,francovicente4,,54,34,3411,290,,0,7,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.03395022,487,7.349083140198683E-4,0.0,0.0
taitanikt,taitanikt,,251,34,4113,69,Muscat,0,5,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05941437,488,7.349083140198683E-4,0.1666666716337204,0.0
paulkitto,paulkitto,,82,33,408,123,,0,6,0,4,4,0.0,4.0,4.0,2.0,0.8333333333333334,0.9,0.0,0.0,0.0063720215,489,7.349083140198683E-4,0.0,0.0
odaarksoul_,odaarksoul_,,279,31,270,229,Pacific Time (US & Canada),0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.058984183,490,7.349083140198683E-4,0.1666666716337204,0.0
portalwebperu,portalwebperu,,132,31,120,70,Pacific Time (US & Canada),0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,491,0.0010255514133666109,0.5,0.004165584184120854
snktheone,snktheone,,88,31,850,13,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.029125847,492,7.349083140198683E-4,0.1666666716337204,0.0
distandrea,distandrea,,111,30,1420,54,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,493,7.349083140198683E-4,0.0,0.0
mattiacorti21,mattiacorti21,,83,30,1539,1501,,0,2,0,4,4,0.0,4.0,4.0,2.0,0.7,0.7857142857142857,0.0,0.0,0.04874441,494,7.349083140198683E-4,0.0,0.0
krloscm_,krloscm_,,153,29,2652,16,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.057172354,495,7.349083140198683E-4,0.1666666716337204,0.0
nicosmyhusband6,nicosmyhusband6,,254,29,41,1255,,0,2,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05814842,496,7.349083140198683E-4,0.1666666716337204,0.0
sftifosigr1,sftifosigr1,,217,25,1389,1451,,0,8,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.033658065,497,7.349083140198683E-4,0.0,0.0
maui27575,maui27575,,232,24,1517,827,,0,2,1,3,4,1.0,3.0,4.0,2.0,0.7142857142857143,0.8,7.0,1.4203078E-4,0.044744115,75,0.0011137164898624092,0.0833333358168602,0.003967086480611744
shwimp1138,shwimp1138,,119,23,5684,89,Paris,0,7,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.032614775,498,7.349083140198683E-4,0.0,0.0
niall_o87,niall_o87,,55,22,1701,30,,0,6,0,6,6,0.0,6.0,6.0,2.0,0.875,0.9285714285714286,0.0,0.0,0.065786466,499,7.349083140198683E-4,0.03333333507180214,0.0
suhikuwohite,suhikuwohite,,43,22,611,668,,0,4,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.062607646,500,7.349083140198683E-4,0.03333333507180214,0.0
cates_97,cates_97,,98,22,168,229,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.032138288,501,7.349083140198683E-4,0.1666666716337204,0.0
joseotero773,joseotero773,,218,21,219,407,,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.057340793,502,7.349083140198683E-4,0.1666666716337204,0.0
jafbravo,jafbravo,,21,21,1715,5,Madrid,0,2,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.020881986,503,7.349083140198683E-4,0.0,0.0
berch_7,berch_7,,130,20,280,262,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,504,7.349083140198683E-4,0.0,0.0
danielapili5,danielapili5,,67,20,554,60,,0,2,0,6,6,0.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0395021,505,7.349083140198683E-4,0.06666667014360428,0.0
eliaslauda,eliaslauda,,97,19,81,199,,0,7,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.021115603,506,7.349083140198683E-4,0.0,0.0
messieterno,messieterno,,55,19,1044,114,,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0016399921,507,7.349083140198683E-4,0.0,0.0
randomdude1155,randomdude1155,,236,19,9350,27,Pacific Time (US & Canada),0,0,0,5,5,0.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.06358015,508,7.349083140198683E-4,0.05000000074505806,0.0
moschettalucas,moschettalucas,,33,16,519,466,,0,3,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.02973801,509,7.349083140198683E-4,0.0,0.0
bailo18lorena,bailo18lorena,,25,16,2114,276,,0,2,0,5,5,0.0,5.0,5.0,2.0,0.7272727272727273,0.8125,0.0,0.0,0.04922996,510,7.349083140198683E-4,0.0,0.0
serycas,serycas,,102,16,187,165,Pacific Time (US & Canada),0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,511,7.349083140198683E-4,0.0,0.0
rodrigopablopot,rodrigopablopot,,117,15,2276,1290,Brasilia,0,0,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.061056975,512,7.349083140198683E-4,0.1666666716337204,0.0
pratmech,pratmech,,84,15,22,3,New Delhi,0,5,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.06351849,513,7.349083140198683E-4,0.0833333358168602,0.0
seby_bastian,seby_bastian,,29,15,521,10,,0,6,0,6,6,0.0,6.0,6.0,2.0,0.8,0.875,0.0,0.0,0.054332115,514,7.349083140198683E-4,0.03333333507180214,0.0
lellilorenzo5,lellilorenzo5,,39,12,162,8004,Pacific Time (US & Canada),0,2,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.04970385,515,7.349083140198683E-4,0.1666666716337204,0.0
nicolas58958140,nicolas58958140,,32,12,18,12,,0,7,0,6,6,0.0,6.0,6.0,2.0,0.8,0.875,0.0,0.0,0.060995173,516,7.349083140198683E-4,0.10000000149011612,0.0
chic__cherry,chic__cherry,,109,10,334,2,Seoul,0,6,0,4,4,0.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.05700571,517,7.349083140198683E-4,0.0833333358168602,0.0
alexey0579,alexey0579,,23,10,63,503,,0,5,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0055838004,518,7.349083140198683E-4,0.0,0.0
ferrariworld79,ferrariworld79,,30,9,374,579,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.7142857142857143,0.8,0.0,0.0,0.044744115,519,7.349083140198683E-4,0.0,0.0
_mic_mel,_mic_mel,,36,9,379,12,Dublin,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.056660276,520,7.349083140198683E-4,0.1666666716337204,0.0
lucasisabella57,lucasisabella57,,20,8,84,65,,0,7,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05595872,521,7.349083140198683E-4,0.1666666716337204,0.0
lucaforti4,lucaforti4,,37,6,143,203,,0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.016805371,522,7.349083140198683E-4,0.0,0.0
dursti85,dursti85,,15,5,105,39,,0,8,1,2,3,1.0,2.0,3.0,1.0,1.0,1.0,0.5,0.0014056101,0.055047724,243,8.241666727186887E-4,0.3333333432674408,0.0029423920409498336
benjami74285198,benjami74285198,,20,4,7,0,,0,1,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0021547386,523,7.349083140198683E-4,0.0,0.0
scuderiafe,scuderiafe,,0,4,0,0,,0,8,3,0,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0031692372,0.0,313,0.001157397878527618,0.0,0.008827176122849502
smr_200,smr_200,,16,4,661,48,New Delhi,0,5,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.05941437,524,7.349083140198683E-4,0.1666666716337204,0.0
sarafer91906692,sarafer91906692,,58,4,11,103,,0,5,0,3,3,0.0,3.0,3.0,2.0,0.8,0.875,0.0,0.0,0.0077837706,525,7.349083140198683E-4,0.3333333432674408,0.0
amirkhanvaned,amirkhanvaned,,13,1,145,92,,0,4,0,3,3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.055708624,526,7.349083140198683E-4,0.1666666716337204,0.0
lilivpan,lilivpan,,39,1,25,6,,0,2,0,9,9,0.0,9.0,9.0,2.0,0.8461538461538461,0.9090909090909091,0.0,0.0,0.083539575,527,7.349083140198683E-4,0.013888888992369175,0.0
padanicos,padanicos,,85,1,6,6,,0,2,0,3,3,0.0,3.0,3.0,2.0,0.6666666666666666,0.75,0.0,0.0,0.021308554,528,7.349083140198683E-4,0.0,0.0
f1fanske,f1fanske,,36,0,11,0,,0,3,1,3,4,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.055047724,529,0.0010255514133666109,0.5,0.004165584184120854
